1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,1
71,1
72,1
73,1
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,1
82,1
83,1
84,1
85,1
86,1
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,1
97,1
98,1
99,1
100,1
1001,2
1002,2
1003,2
1004,2
1005,2
1006,2
1007,2
1008,2
1009,2
1010,2
1011,2
1012,2
1013,2
1014,2
1015,2
1016,2
1017,2
1018,2
1019,2
1020,2
1021,2
1022,2
1023,2
1024,2
1025,2
1026,2
1027,2
1028,2
1029,2
1030,2
1031,2
1032,2
1033,2
1034,2
1035,2
1036,2
1037,2
1038,2
1039,2
1040,2
1041,2
1042,2
1043,2
1044,2
1045,2
1046,2
1047,2
1048,2
1049,2
1050,2
1051,2
1052,2
1053,2
1054,2
1055,2
1056,2
1057,2
1058,2
1059,2
1060,2
1061,2
1062,2
1063,2
1064,2
1065,2
1066,2
1067,2
1068,2
1069,2
1070,2
1071,2
1072,2
1073,2
1074,2
1075,2
1076,2
1077,2
1078,2
1079,2
1080,2
1081,2
1082,2
1083,2
1084,2
1085,2
1086,2
1087,2
1088,2
1089,2
1090,2
1091,2
1092,2
1093,2
1094,2
1095,2
1096,2
1097,2
1098,2
1099,2
1100,2
100001,3
100002,3
100003,3
100004,3
100005,3
100006,3
100007,3
100008,3
100009,3
100010,3
100011,3
100012,3
100013,3
100014,3
100015,3
100016,3
100017,3
100018,3
100019,3
100020,3
100021,3
100022,3
100023,3
100024,3
100025,3
100026,3
100027,3
100028,3
100029,3
100030,3
100031,3
100032,3
100033,3
100034,3
100035,3
100036,3
100037,3
100038,3
100039,3
100040,3
100041,3
100042,3
100043,3
100044,3
100045,3
100046,3
100047,3
100048,3
100049,3
100050,3
100051,3
100052,3
100053,3
100054,3
100055,3
100056,3
100057,3
100058,3
100059,3
100060,3
100061,3
100062,3
100063,3
100064,3
100065,3
100066,3
100067,3
100068,3
100069,3
100070,3
100071,3
100072,3
100073,3
100074,3
100075,3
100076,3
100077,3
100078,3
100079,3
100080,3
100081,3
100082,3
100083,3
100084,3
100085,3
100086,3
100087,3
100088,3
100089,3
100090,3
100091,3
100092,3
100093,3
100094,3
100095,3
100096,3
100097,3
100098,3
100099,3
100100,3
10000001,4
10000002,4
10000003,4
10000004,4
10000005,4
10000006,4
10000007,4
10000008,4
10000009,4
10000010,4
10000011,4
10000012,4
10000013,4
10000014,4
10000015,4
10000016,4
10000017,4
10000018,4
10000019,4
10000020,4
10000021,4
10000022,4
10000023,4
10000024,4
10000025,4
10000026,4
10000027,4
10000028,4
10000029,4
10000030,4
10000031,4
10000032,4
10000033,4
10000034,4
10000035,4
10000036,4
10000037,4
10000038,4
10000039,4
10000040,4
10000041,4
10000042,4
10000043,4
10000044,4
10000045,4
10000046,4
10000047,4
10000048,4
10000049,4
10000050,4
10000051,4
10000052,4
10000053,4
10000054,4
10000055,4
10000056,4
10000057,4
10000058,4
10000059,4
10000060,4
10000061,4
10000062,4
10000063,4
10000064,4
10000065,4
10000066,4
10000067,4
10000068,4
10000069,4
10000070,4
10000071,4
10000072,4
10000073,4
10000074,4
10000075,4
10000076,4
10000077,4
10000078,4
10000079,4
10000080,4
10000081,4
10000082,4
10000083,4
10000084,4
10000085,4
10000086,4
10000087,4
10000088,4
10000089,4
10000090,4
10000091,4
10000092,4
10000093,4
10000094,4
10000095,4
10000096,4
10000097,4
10000098,4
10000099,4
10000100,4
